text,generated
"Thomas Jefferson wrote Determine never to be idle.. it is wonderful how much may be done if we are always doing. I agree that we accomplish more if we are always doing something right or important, however, that it doesnt mean that you are idle. While, if we are working or study.

They are many people that works on importants jobs, sometime they suggest you to have a lot of energy and be preparated. For example at the job alot of employees that against you because they said that you are idle, and you dont want to do nothing. Insted that the employees at your job dont know that you are tired because you have two jobs.

Some people, students or parents lived so tire and they look idle. At my house we live all togethers and sometime i dont to do nothing at my house. My parents argument me that i dont clean the house. For example that i dont study or help my mom with my little brother. In addition my family doesnt know that i have tow jobs because i want to help her to play the rent of the house, that why some people lookd idle or tired.

They are some friends that they teach you and they support you to be a better person with good behaviour those people want you to be how great you are doing something productive. Neverles, some friends want you to be like them with bad reputation. For example unemplayment, without money, you need to be reponsibility of your acts.

In conclusion, it doesnt matter if other people are telling you idle or unemplayment, they are time that it is hard to find a job or you just want to rest because you are tire, it is wonderful to know that how much may be done if are always doing something;Therefore, some people think that does inactivity also serve a purpose. In my opinion they should be doing somthing at life to receive a good pupose in your life.                            ",0
"land of the free, the brave, and millions of proud citizens who live in a country that prides itself on its preservation of human rights and everything else that makes up a proper society. However, in order to remain a fair republic that truly takes into account the opinions of all citizens, we must make one major change. The flawed Electoral College must be abolished and replaced with election by popular vote in order to ensure the well being of our country.

Proponents of the Electoral College would gasp in horror at this suggestion, arguing that their systematic method is virtually foolproof. Nevertheless, with a voting method as complicated as the Electoral College, the room for error is far too great. Just look at what happened in 1960, when racist legislators tried to replace the democratic electors chosen by popular vote in order to sabotage John F. Kennedy's chances. Then yet another electoral disaster occurred in 2000. Both of these events could very easily happen again and the consequences of such mistakes are unfathomable. History has been proven to repeat itself, and this is no exception. Who's to say that electors won't just ignore the wishes of voters or that legislators won't manipulate the system? When it comes to choosing our leader, whose actions will ultimately decide whether or not America will continue to survive and thrive, it would be a huge mistake to leave this responsibility to one group of individuals. After all, nobody is perfect.

Furthermore, advocates of the Electoral College make a major fallacy when they claim that voters in swing states are more informed on election information, therefore it's good that the electoral system causes candidates to only focus on them. Just consider the fact that by completely ignoring all of the other states, campaigners are ignoring millions of individuals who deserve to have a say in who will be in charge. Through this one argument, advocates are essentially assuming anyone who doesn't live in a swing state doesn't care about the election as much and therefore they shouldn't have a say in the matter. This is simply not true. In fact, these advocates fail to acknowledge that if voters in other states are not as educated or interested, it is a consequence of the Electoral College. While politicians are focusing all of their time and effort on the thoughtful voters, other citizens don't get the information they need from seeing campaigns and meeting candidates. They are deprived of the opportunity to make an educated decision like swing voters and that is a fault of the college, not the voters themselves.

The problems with the Electoral College only go on. If a tie were to occur, the election would be determined by members of the House of Representatives, who do an even poorer job of representing the people considering each state casts only one vote. Also, due to the fact that the Electoral College mainly operates with the winnertakeall rule, it is easy for individuals in Democratic or Republican states to feel as if their vote doesn't matter.

It is also important to note that at the end of the day, election by popular vote accomplishes the goal of reflecting the opinion of the public far better than election by Electoral College. The popular vote is a clear statement of voters' opinions and is virtually unable to be tampered with. On the other hand, the Electoral College only complicates the situation by introducing a middle man who is prone to bribery and mistakes. Why should we allow candidates to win because of the electoral vote if they do not recieve the overall approval of the public? Compare the opinions of 538 electors to the opinions of hundreds of millions of voters. Evidently, the opinions of all these voters cannot be properly represented by these 538 electors. It's just impossible both logistically and logically.

For all of these reasons, I urge you to change the system to election by popular vote. It is without a doubt the only way this country can continue to be the great nation that it is for centuries to come.",0
"Some schools thinks that students should attend classes at home. Others might think that attending classes at school will give benefits to the students. Attending classes at school will get the students to learn more subjects than online classes. If students does not attend classes at school there would not be teachers and staffs at the school.

Attending classes at school will get the students to learn more of other subjects. If a student takes classes at home they would not be focusing on their assignment. They going to be on their phone, TV, or other type of devices. There will be no one supervising the students at home. They need teachers to teach them, educate them, and motivate them to learn. Attending classes at school as you can see will benefit the student..

In addition, If the students does not attend classes at school there would not be no teachers and staffs at the school. Many jobs will be lost due to students taking classes online. Plus, the students needs to build a relationship with the teacher and staffs. Online classes would not teach a student face to face, It would be better If a teacher teaches the student face to face. As a result, there should be teachers and staff at the school, If the student takes classes at the school. Plus, the students will get a better education.

Many people may argue that students should take classes online instead of going to school. People think that online classes will give the student benefits. They also think that the benefit of taking online classes, is to give the students more opportunity to learn. In the other hand, they are people who also believe that taking classes in school is better. Schools are meant for students to learn on other subjects. If a student takes classes in school they will have the opportunity to learn much better.

Therefore, students should take classes in school. Schools are meant to be for students to learn from all subjects. Taking classes in school would benefit the students. If the students take classes in school, there will be more teachers and staff at the school. Truly, learning from a teacher helps you a lot, because they are teaching you face to face.",0
"There are a few key things to remember when considering this question. First, children are not born knowing how to cooperate or compete; these are skills that must be learned. Second, both cooperation and competition can be beneficial to children; it depends on the context in which they are used. Finally, it is possible for children to learn both cooperation and competition; they are not mutually exclusive.

With that said, I believe that children should be taught to cooperate. Cooperation is essential for many aspects of life, from working on a team to simply getting along with others. It is a skill that can be used in any situation, and it is one that will serve children well as they grow up.

There are a few reasons why I believe cooperation is so important for children. First, it teaches them to be considerate of others. When children cooperate, they have to think about the needs of others and how their actions will affect them. This is an important lesson to learn, as it will help them to be more thoughtful and considerate people as they grow up.

Second, cooperation teaches children to compromise. This is another essential life skill, as it is often necessary to compromise in order to get along with others. When children learn to compromise, they learn to see things from another person’s perspective and to find common ground. This is a skill that will be useful in all kinds of relationships, both personal and professional.

Finally, cooperation helps children to build relationships. When children cooperate, they have to communicate and work together. This can help them to build strong relationships with others, as they learn to trust and rely on each other. These are important skills to have, both in childhood and adulthood.

Of course, competition can also be beneficial to children. It can teach them to set goals and to work hard to achieve them. It can also teach them to be resilient in the face of failure. However, I believe that cooperation is more important, as it is a skill that can be used in any situation and that will help children throughout their lives.

",1
"Dear Mr./Mrs. senator

I beleive that you should consider voting against the electoral college. Now you may ask why, but, I assure you that the electoral college is a way for corrupt presidential candidates to win the office and make this great nation a horrible place. To back up my reasoning here are 3 reasons as to why you should consider voting against the electoral college. Segregationists replacing voters of one canidate for another, the election could become a catastrophe if a tie were to happen, there is a chance of a ""disaster factor"" happening.

In 1960 segregationists in Louisiana nearly succeeded in replacing the Democratic electors with new electors who would oppose J.F.K. (Source 2, Bradford Plumer, The indefensible electoral college: why even the best-laid defenses of the system are wrong, P. 11, line 44) Imagine if the corrupters had been able to corrupt the election, we might have had a fiasco bigger than the 2000 presidential fiasco. If we were to continue to turn our backs on the matter we would soon be run by fatasses who spent all their time gaming and would claim they know exactly how the sytem works, opposed to a real man who spent all his time rising from the bottom up and knows the system by heart. Who do you think would win if those 2 people were to run for President? Not the one who should.

Some people claim an electoral tie is impossible, but, in 1968 a shift of just 41,971 votes would have deadlocked the election, if that doesn't seem so bad lets take a look  at how many people are in the United States alone. In 1976 a tie would have occured if a mere 5,559 voters from Ohio and 3,687 from Hawaii had voted the other way. (Plumer, P. 12, line 80) The election is really only a few swing voters away from catastrophe, and possibly, the worst government shutdown these United States have ever seen. So, if 41,971 voters from 1968 didn't seem like alot, then lets look at the 9,246 voters from 1976, ties are seemingly getting closer and closer, what will happen when it is too late?

There is  always the off chance of a ""disaster factor"" occuring, like the one in the 2000 Al Gore VS. Bush Presidential election. Imagine if that were to happen again, only, this time, we put a blood thirsty, war hungry, nuclear savage into office. Imagine the Iraq and Afghanistan wars from 2000-present and then imagine them being fought on our own soil, imagine, instead of little Iragi children fighting against an invading force, your children fighting against an invading force, and that is just one of the minor things that could happen. Imagine if we put a man in office who thought the way to answer everything was through nuclear war, imagine what would happen to the United States. These are just a few examples of what could happen if another ""disaster factor"" were to happen again.

These are the 3 reasons as to why i beleive you should consider voting against using the electoral college. Imagine if We the People actually got to vote OUR favorite president into office on OUR own terms instead of some idiots a political party throws together, imagine how much better off we would be than we are now.",0
"Many people wonder whether or not cars should be ban to help save the environment. They dont know if that would help us or make matters worse. Their are many advantages to not using cars. Some people just can't seem to let go of their cars. They need a push to get started and to stop using their cars every single day.

Their are multiple advantages to the banning of cars. One example would be getting rid of air pollution. Most air pollution is caused by cars so if you get rid of cars you will also get rid of air pollution. Air pollution can cause a lot of different problems it can cause people to get sick or many other things, so getting rid of it completely could help a lot of people.

Another thing people wouldn't have to worry about would be traffic jams on the way to work. During the week some many people are trying to get to and from work at the same time it causes a traffic jam. People are often late to work because of this reason. So putting a ban on cars could help out with that. People could walk to and from work or ride a bike. This would limit the number of traffic jams and people wouldn't have to worry about being late to work.

If people walked everywhere instead of drove everywhere people would be getting a lot of exercise and that could help too. Cars make us seem lazy where we drive everywhere we want to go but if we walk or rode a bike that could help out in many ways. Walking could get things off your mind you could walk with a friend that way you can hangout and talk about things while you walk. Walking could relieve stress. It could calm you down and just make you relax for a few and forget about all your problems.

Putting a ban on cars could also help the town in which you live in, not only by limiting air pollution but it could boost town activity. New restaurants would be built, and more places to shop. People would spend money on other things besides gas for their cars. Town businesses would do better and make more money, also new businesses could form.

Also getting rid of cars could limit the amount of deaths every year. Many deaths every year come from car accidents, drunk drivers, people not paying attention and many other things. If everyone walked or rode bikes to the places they wanted to go that could get rid of many deaths that happen every single day. That would make the world safer in so many ways.

Getting rid of cars and not depending on cars for everything could be what this worlds needs to improve itself. This could take us one step closer to living longer, happier, and healthy lives. People wouldn't have to worry about getting a car or paying insurance on a car. People wouldn't have to worry about getting their kids license, teaching them how to drive or anything like that. The number of deaths each year could go down and things could change for the better.",0
"The author evaluated their ideas about visiting Venus well in their essay, however, they did have some aspects that could be improved upon. Their introduction lacked a strong thesis which can have a negative impact on the rest of the essay if their claims aren't strongly proven. Despite their weak thesis, their claims made later in the essay were strongly proven. Not only did the author give basic background knowledge of venus and two main reasons as to why studying venus could benefit the human race, but they also gave a solution to the dangers that came with exploring the planets..

In the introduction paragraph, the author didn't give a strong thesis to state their clame. When making a thesis you want to include what claims you will be covering in the essay and what you are trying to prove. The only claim the author gave was in the last sentence of the paragraph where they stated,"" It has proved a very challenging place to examine more closely."" They didn't give specifics as to what claims they will make to prove that Venus should be examined and their vocabulary seemed limited when they used the word ""very.""

Throughout the second and third paragraphs of the essay, the writer gave background knowledge of Venus compared to Earth. This was a good decision because they later used some of the facts that were stated to strengthen their reasoning as to why Venus should be visited and examined. They stated how hard it was to examine Venus and how dangerous the planet was for life. The planet would not be able to sustain human life due to it's harsh terrain and harsh weather. One of the reasons scientists are studying Venus is because they believed that Venus looked like what modern-day Earth does at one point. The writer bringing up how unhabitable Venus is strengthens their argument on why we need to study Venus and their belief that because this happened to Venus, then it could potentially happen to Earth.

Writing about how Venus used to be like Earth and why that's important is a strong point to support the writers claim. When writing a persuasive or argumentative essay, including how what the author is writing about can benefit the reader is a way to persuade the reader to agree with the author. In the essay, the writer talks about two different ways that learning about Venus can benefit the human race. The first reason has to do with benefiting the way that humans are able to survive on Earth. Finding out what changed Venus to become inhabitable can stop the potential for the same to happen to Earth. The next reason they argued, in paragraph 4, was that if something happens to Earth, Venus is in close proximity. One day, the Earth's surface may become dangerous for human life and humans must flee to the nearest planet to survive. The author believes that finding out the exact conditions of Venus and finding a way to sustain human life on the planet would greatly benefit the human races future.

Lastly, the writer gives a solution to the most important problem stated in the essay, that it would be difficult for humans to live on Venus or even visit it. Throughout the fifth and sixth paragraph, the author talks about how research has already been done to find ways for humans to live on Earth. They even provide ideas of the their own for how humans can live on Venus. Pointing out problems with your ideas but then solving them is a strong way to argue your point because it eliminates the question of ""will it fail?"" and might answer some questions that readers have when reading the essay.

Overall, the author argues their points well. The structure of their essay has some aspects that can and should be changed, such as the introduction paragraph. The author showed why their claim was important to the reader and answered the ""how will it be done?"" part of their claim. Answering the ""how will it be done?"" part of the claim can eliminate doubt among the reader and strengthen the argument that the writer is trying to get across to the reader.",0
"The ""face"" is just a land form. You might ask why or maybe even how. Well one if NASA keeps saying that there is nothing there its just a face then yeah its just a land form shapped like a face. NASA would get a lot of money if they found some life form on a planet so they wouldnt keep it quiet. There are many land forms that look like that. So if the MGS on the planet kept looking it would find more land forms that looked like that. If it was an alien how is it still alive. All living things need water to survive. So wheres the water at? Also the people found beter cameras to use to take the picture. It was much clearer and you could tell it was just a land form. Michael Malin an his team messed up the first time because when they took the picture it was winter and very cloudy on the Red Planet. The camera lense had to look through shallow clouds to see the face. So some people said the alien face was hidden by haze. So Micheal Malin and his team tried again in April 8, 2001 to take another picture. It was perfect because it was a cloudless summer day in Cydonia. The picture was clear perfect nothing could have told you that, that was an alien face. Some even said it looks like something here on earth. Either a pyramid in Egyptian time or maybe even a mountain. You can make up myths and say that its an alien face, but all the facts say that its just a land form. The land form that looks like a face. It is the ""face"" that helped NASA look closer at there pictures and work on there camera work. The ""face"" has helped people learn more about the night sky and the planets and even the world. But the ""face"" is just a land form.",0
"Dear senator,

MONTH_DAY_YEAR

I am writing this letter to you today to let you know I stroungly believe that we should demolish the process of electoral college. Why you may ask? First, it is unfair, we are the votes they not. Second, it is outdated (

""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" by Bradford Plumer

) Lastly,

First, it is not fair. We the people are surposed to chose the president not some privite party that we never meet. According to ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" by Bradford Plumer ;according to a Gallup poll in 2000, taken shortly after Al Gore-thanks to the quirks of the electoral college- wor the popular vote but lost the presidency, over 60 percent of voters would prefer a direct election to kind we have now."" So we vote yes but he doesn't become president; do we even matter? It doesn't seem like it.

Second of all, it is very outdated. According to ""What Is the Electoral College?"" by The Office of the Federal Register this process was founded in the days of the four founding fathers. That's old! Now in days we have found better and fair ways to do pretty much every thing.

I hope this letter helps you decide on weather or not we should keep the process of electoral college.

Sincerly, PROPER_NAME",0
"Dear Mr. Principal today I want to talk abot how most employees are looking for a specific characteristics in potential employee even if they don't know the job. I agree with this prompt because a person not always know how to do a job, but they can learn.

Some people when they are new on a job they don't really know what to do, they have to be trainig for another person that alredy know the job like a manager, maybe employees are looking for a manager, the person they contract to be the manager maybe her/ him don't have the experience at all, but they can learn over the time they are working. For example when I came to this country I start to work with my stepfahter to put ruffin, I didn't know how to do the job, bit I learn over the time that I work with him. Last summer I was working on a restaurant like a cashier and I had a problem because I didn't know the differences on the coins because in my country it was really different, but I learn a lot because the manager from the restaurant help me to be succesful on the job, and I put a lot of eargerness to leanr the job.

A lot of people when they know the job they like to work hard becuase they want to learn more about it, some people that alreayd know the job they can learn new things about the job from another employee or manager. A lot of people here in United States work hard for the benefits of their family not just for a benefit to be hired, They know that if they work hard their childrens can leanr abot their experience, and they can be a better person, a lot of parents like to be a example for their childrens, so the way their childrens know that work hard is something that you need to be proud of. Some of them work hard to achieve their goals, or to have a better future.

However, be responsable is another important thing that you need to keep in mind, be responsable can help you to get hired on the job, if you are responsable the main boss are going to see that they need people that are responsable to be more succesful. A lot of companies grow up because their employee are responsable, and they complete all the activities their boss ask them to do. When I was in my country a lot of people tried to put like a store, but it never work because the people they put to work they didn't show up on time, and they weren't responsale on their activities, and the store had to close because they didn't improve what they want to do. Be responsable is one thing that is going to help you to be succesful in life becuase if you are new to a job and you show up on time they are going to see that you are really responsable with your activities and that's what most of the jobs are looking for people how are responsable.

Another thing that employers need to know that they have to contract a person that is going to have patient, in every job they have a manager and employers should know if the manager have the patient to be training people that is new on the jop. Lets do a example some managers are impatient they don't like to help people that don't know the job because they said that they don't have the time to be training people because they think that the person is never going to learn how to do the job, or they have another important activitie to do instead of be training a new person. In a lot of restaurants or stores the managers are always with good actitude and they like to help people.

In my conclusion I would say that a employee don't have to know how to do a job if they are responsable and they like the job him/her are going to learn what they need to do to be succesful on the job. Another thing is that you don't born with experiences you need to learn from the callenges life give to you and you can learn from your mistakes.",0
